,zinc_ids,polymer,reactants,n_polymer_atoms
4978,ZINC000100372720,*=CC1CC(C=*)C(n2c(SCc3ccccc3)n[nH]c2=O)C1,O=c1[nH]nc(SCc2ccccc2)n1C1CC2C=CC1C2,21
4979,ZINC000101139172,*=CCN(CC=*)Cc1ccccc1OCCCCn1ccnc1,C1=CCN(Cc2ccccc2OCCCCn2ccnc2)C1,22
4980,ZINC000215058640,*=CCN(Cc1ccc(OC)c(C(=O)O)c1)C(C=*)CCCC,CCCCC1C=CCN1Cc1ccc(OC)c(C(=O)O)c1,21
4981,ZINC000215155171,*=CCN(Cc1ccc(CCN)cc1)C(C=*)CCCC,CCCCC1C=CCN1Cc1ccc(CCN)cc1,19
4982,ZINC000215210622,*=CCN(Cc1cnn2c(C)cc(C)nc12)C(C=*)CCCC,CCCCC1C=CCN1Cc1cnn2c(C)cc(C)nc12,21
4983,ZINC000215522721,*=CCN(C(=O)c1oc(CC)nc1C)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1oc(CC)nc1C,19
4984,ZINC000215629962,*=CCN(C(=O)c1ccc2nc(C)oc2c1)C(C=*)CCC,CCCC1C=CCN1C(=O)c1ccc2nc(C)oc2c1,20
4985,ZINC000215785363,*=CCN(C(=O)c1ccc2nccnc2c1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1ccc2nccnc2c1,21
4986,ZINC000215880976,*=CC1CC(C=*)C(CC(=O)N(C)Cc2nc(C)cs2)C1,Cc1csc(CN(C)C(=O)CC2CC3C=CC2C3)n1,19
4987,ZINC000216382560,*=CCN(C(=O)Cc1csc(C(C)=O)c1)C(C=*)CCC,CCCC1C=CCN1C(=O)Cc1csc(C(C)=O)c1,19
4988,ZINC000002514878,*=CCN(CC=*)Cc1ccc(C(=O)c2ccccc2)cc1,O=C(c1ccccc1)c1ccc(CN2CC=CC2)cc1,20
4989,ZINC000002514882,*=CCN(CC=*)Cc1ccc(C(=O)c2ccccc2OC)cc1,COc1ccccc1C(=O)c1ccc(CN2CC=CC2)cc1,22
4990,ZINC000002514883,*=CCN(CC=*)Cc1ccc(C(=O)c2cccc(OC)c2)cc1,COc1cccc(C(=O)c2ccc(CN3CC=CC3)cc2)c1,22
4991,ZINC000002514884,*=CCN(CC=*)Cc1ccc(C(=O)c2ccc(OC)cc2)cc1,COc1ccc(C(=O)c2ccc(CN3CC=CC3)cc2)cc1,22
4992,ZINC000002514897,*=CCN(CC=*)Cc1ccc(C(=O)c2cccc(F)c2)cc1,O=C(c1ccc(CN2CC=CC2)cc1)c1cccc(F)c1,21
4993,ZINC000002514898,*=CCN(CC=*)Cc1ccc(C(=O)c2ccc(F)cc2)cc1,O=C(c1ccc(F)cc1)c1ccc(CN2CC=CC2)cc1,21
4994,ZINC000002514909,*=CCN(CC=*)Cc1ccc(C(=O)c2ccccc2F)cc1,O=C(c1ccc(CN2CC=CC2)cc1)c1ccccc1F,21
4995,ZINC000002514928,*=CCN(CC=*)Cc1ccc(C(=O)C2CCCC2)cc1,O=C(c1ccc(CN2CC=CC2)cc1)C1CCCC1,19
4996,ZINC000002515376,*=CCN(CC=*)Cc1cccc(C(=O)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(CN2CC=CC2)c1,20
4997,ZINC000002515380,*=CCN(CC=*)Cc1cccc(C(=O)c2ccccc2OC)c1,COc1ccccc1C(=O)c1cccc(CN2CC=CC2)c1,22
4998,ZINC000002515381,*=CCN(CC=*)Cc1cccc(C(=O)c2cccc(OC)c2)c1,COc1cccc(C(=O)c2cccc(CN3CC=CC3)c2)c1,22
4999,ZINC000002515382,*=CCN(CC=*)Cc1cccc(C(=O)c2ccc(OC)cc2)c1,COc1ccc(C(=O)c2cccc(CN3CC=CC3)c2)cc1,22
5000,ZINC000002515395,*=CCN(CC=*)Cc1cccc(C(=O)c2cccc(F)c2)c1,O=C(c1cccc(F)c1)c1cccc(CN2CC=CC2)c1,21
5001,ZINC000002515396,*=CCN(CC=*)Cc1cccc(C(=O)c2ccc(F)cc2)c1,O=C(c1ccc(F)cc1)c1cccc(CN2CC=CC2)c1,21
5002,ZINC000002515407,*=CCN(CC=*)Cc1cccc(C(=O)c2ccccc2F)c1,O=C(c1cccc(CN2CC=CC2)c1)c1ccccc1F,21
5003,ZINC000002515426,*=CCN(CC=*)Cc1cccc(C(=O)C2CCCC2)c1,O=C(c1cccc(CN2CC=CC2)c1)C1CCCC1,19
5004,ZINC000002515871,*=CCN(CC=*)Cc1ccccc1C(=O)c1ccccc1,O=C(c1ccccc1)c1ccccc1CN1CC=CC1,20
5005,ZINC000002515875,*=CCN(CC=*)Cc1ccccc1C(=O)c1ccccc1OC,COc1ccccc1C(=O)c1ccccc1CN1CC=CC1,22
5006,ZINC000002515876,*=CCN(CC=*)Cc1ccccc1C(=O)c1cccc(OC)c1,COc1cccc(C(=O)c2ccccc2CN2CC=CC2)c1,22
5007,ZINC000002515877,*=CCN(CC=*)Cc1ccccc1C(=O)c1ccc(OC)cc1,COc1ccc(C(=O)c2ccccc2CN2CC=CC2)cc1,22
5008,ZINC000002515890,*=CCN(CC=*)Cc1ccccc1C(=O)c1cccc(F)c1,O=C(c1cccc(F)c1)c1ccccc1CN1CC=CC1,21
5009,ZINC000002515891,*=CCN(CC=*)Cc1ccccc1C(=O)c1ccc(F)cc1,O=C(c1ccc(F)cc1)c1ccccc1CN1CC=CC1,21
5010,ZINC000002515902,*=CCN(CC=*)Cc1ccccc1C(=O)c1ccccc1F,O=C(c1ccccc1F)c1ccccc1CN1CC=CC1,21
5011,ZINC000002515921,*=CCN(CC=*)Cc1ccccc1C(=O)C1CCCC1,O=C(c1ccccc1CN1CC=CC1)C1CCCC1,19
5012,ZINC000219888319,*=Cc1ccccc1C1(C=*)CCN(CCc2cn[nH]c2)CC1,C1=CC2(CCN(CCc3cn[nH]c3)CC2)c2ccccc21,21
5013,ZINC000222379551,*=CC1CC(C=*)C(CC(=O)N2CCC(c3ccncc3)CC2)C1,O=C(CC1CC2C=CC1C2)N1CCC(c2ccncc2)CC1,22
5014,ZINC000015838592,*=COc1ccc(Cl)cc1C=C(C=*)C(=O)NCCC,CCCNC(=O)C1=Cc2cc(Cl)ccc2OC=C1,18
5015,ZINC000015838778,*=COc1ccc(OC)cc1C=C(C=*)C(=O)NC1CCCCC1,COc1ccc2c(c1)C=C(C(=O)NC1CCCCC1)C=CO2,22
5016,ZINC000216531696,*=CCN(C(=O)c1cc2cc(F)ccc2n1C)C(C=*)CC,CCC1C=CCN1C(=O)c1cc2cc(F)ccc2n1C,20
5017,ZINC000032541254,*=CC1CC(C=*)C(CN2CCC(C(C)N3CCCC3)CC2)C1,CC(C1CCN(CC2CC3C=CC2C3)CC1)N1CCCC1,21
5018,ZINC000032741158,*=CC1CC(C=*)C(C(=O)NCCc2nc3ccccc3s2)C1,O=C(NCCc1nc2ccccc2s1)C1CC2C=CC1C2,21
5019,ZINC000039394725,*=CC1CC(C=*)C(CCNc2ccc(-c3nc(C)no3)cn2)C1,Cc1noc(-c2ccc(NCCC3CC4C=CC3C4)nc2)n1,22
5020,ZINC000055252278,*=CCCC(C=*)CC(=O)N(Cc1c(C)nn(C)c1C)C(C)C,Cc1nn(C)c(C)c1CN(C(=O)CC1C=CCC1)C(C)C,21
5021,ZINC000065374946,*=CC1CC(C=*)C(c2nc(C3CC3)nn2-c2ccccn2)C1,C1=CC2CC1CC2c1nc(C2CC2)nn1-c1ccccn1,21
5022,ZINC000065395847,*=CC1CC(C=*)C(c2nc(CCc3ccccc3)n[nH]2)C1,C1=CC2CC1CC2c1nc(CCc2ccccc2)n[nH]1,20
5023,ZINC000065470196,*=CCN(C(=O)CC1CCN(CCC)CC1)C(C=*)CCC,CCCC1C=CCN1C(=O)CC1CCN(CCC)CC1,20
5024,ZINC000065494790,*=CC1CC(C=*)C(c2nc(Cc3ccccc3)n[nH]2)C1,C1=CC2CC1CC2c1nc(Cc2ccccc2)n[nH]1,19
5025,ZINC000067642970,*=CCN(C(=O)CCc1ccc(O)cc1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)CCc1ccc(O)cc1,20
5026,ZINC000067712954,*=CC1CC(C=*)C(C(=O)N(C)CCn2ccc3ccccc32)C1,CN(CCn1ccc2ccccc21)C(=O)C1CC2C=CC1C2,22
5027,ZINC000067851906,*=CCN(C(=O)c1cc(C(C)C)n[nH]1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1cc(C(C)C)n[nH]1,19
5028,ZINC000071747116,*=CCN(C(=O)c1ccnc(C(C)C)n1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1ccnc(C(C)C)n1,20
5029,ZINC000071776667,*=CCN(CC=*)C(=O)c1[nH]c2c(C)ccc(C)c2c1C,Cc1ccc(C)c2c(C)c(C(=O)N3CC=CC3)[nH]c12,19
5030,ZINC000072152338,*=CCN(Cc1cn(-c2ccccc2)nn1)C(C=*)CCCC,CCCCC1C=CCN1Cc1cn(-c2ccccc2)nn1,21
5031,ZINC000072477821,*=CCC(CC=*)N1CCC2C(CCC(=O)N2CCC(C)C)C1,CC(C)CCN1C(=O)CCC2CN(C3CC=CC3)CCC21,21
5032,ZINC000077505109,*=CC1CC(C=*)C(C(=O)N(C)Cc2cccc3cnccc23)C1,CN(Cc1cccc2cnccc12)C(=O)C1CC2C=CC1C2,22
5033,ZINC000082091893,*=CC1CC(C=*)C(CCNC(=O)CCc2scnc2C)C1,Cc1ncsc1CCC(=O)NCCC1CC2C=CC1C2,20
5034,ZINC000091365293,*=CCN(C(=O)c1cn2cc(C)ccc2n1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1cn2cc(C)ccc2n1,21
5035,ZINC000091586970,*=CCN(C(=O)c1c[nH]nc1C1CCCCC1)C(C=*)CC,CCC1C=CCN1C(=O)c1c[nH]nc1C1CCCCC1,20
5036,ZINC000091663049,*=Cc1ccccc1C1(C=*)CCN(c2nnc(CC)o2)CC1,CCc1nnc(N2CCC3(C=Cc4ccccc43)CC2)o1,21
5037,ZINC000091769046,*=CC1CC(C=*)C(CCNC(=O)c2cc(CC(C)C)no2)C1,CC(C)Cc1cc(C(=O)NCCC2CC3C=CC2C3)on1,21
5038,ZINC000096138062,*=CC1CC(C=*)C(CNc2nccc(-c3cccnc3)n2)C1,C1=CC2CC1CC2CNc1nccc(-c2cccnc2)n1,21
5039,ZINC000096147989,*=CCN(C(=O)Nc1cc(F)ccc1OC)C(C=*)CC,CCC1C=CCN1C(=O)Nc1cc(F)ccc1OC,19
5040,ZINC000096180322,*=COc1ccccc1C=C(C=*)c1nc(C2CCOC2)no1,C1=CC(c2nc(C3CCOC3)no2)=Cc2ccccc2O1,21
5041,ZINC000097514191,*=CCN(C(=O)c1cc(C(C)C)no1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1cc(C(C)C)no1,19
5042,ZINC000097527278,*=CCN(C(=O)c1ccc(C(C)C)[nH]c1=O)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1ccc(C(C)C)[nH]c1=O,21
5043,ZINC000097527857,*=CCN(C(=O)c1c(C)n(C)c2ccc(OC)cc12)C(C=*)CC,CCC1C=CCN1C(=O)c1c(C)n(C)c2ccc(OC)cc12,22
5044,ZINC000097602431,*=CCN(C(=O)Nc1ccc(OC)nc1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)Nc1ccc(OC)nc1,20
5045,ZINC000097604254,*=CC1CC(C=*)C(CCNC(=O)c2cc(C)nc(C)c2)C1,Cc1cc(C(=O)NCCC2CC3C=CC2C3)cc(C)n1,20
5046,ZINC000045070041,*=CCCCC(CCC=*)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1C1CCC=CCCC1,19
5047,ZINC000299755280,*=CC1CC(C=*)C(CCNC(=O)c2cccc(CN(C)C)c2)C1,CN(C)Cc1cccc(C(=O)NCCC2CC3C=CC2C3)c1,22
5048,ZINC000299757086,*=CC1CC(C=*)C(CNC(=O)Nc2ccc(OC)cc2F)C1,COc1ccc(NC(=O)NCC2CC3C=CC2C3)c(F)c1,21
5049,ZINC000299761034,*=CC1CC(C=*)C(CC(=O)NCCCc2nc(C)cs2)C1,Cc1csc(CCCNC(=O)CC2CC3C=CC2C3)n1,20
5050,ZINC000299764928,*=CCN(C(=O)Nc1cccc(C(C)=O)c1)C(C=*)C(C)C,CC(=O)c1cccc(NC(=O)N2CC=CC2C(C)C)c1,20
5051,ZINC000299766424,*=CCN(C(=O)c1ccc(N2CCCCC2)cc1)C(C=*)CC,CCC1C=CCN1C(=O)c1ccc(N2CCCCC2)cc1,21
5052,ZINC000299768804,*=CCN(C(=O)Nc1ccc2c(c1)ncn2C)C(C=*)C(C)C,CC(C)C1C=CCN1C(=O)Nc1ccc2c(c1)ncn2C,21
5053,ZINC000299772687,*=Cc1ccccc1C1(C=*)CCN(Cc2nnc(C)s2)CC1,Cc1nnc(CN2CCC3(C=Cc4ccccc43)CC2)s1,21
5054,ZINC000299776072,*=CCN(C(=O)c1cccc(-c2c(C)n[nH]c2C)c1)C(C=*)CC,CCC1C=CCN1C(=O)c1cccc(-c2c(C)n[nH]c2C)c1,22
5055,ZINC000092106752,*=CCN(C(=O)c1cc(CC(C)C)no1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1cc(CC(C)C)no1,20
5056,ZINC000096152693,*=CCN(C(=O)Nc1ccnn1CCC)C(C=*)CCCC,CCCCC1C=CCN1C(=O)Nc1ccnn1CCC,20
5057,ZINC000097088042,*=COc1ccccc1C=C(C=*)c1nc(C2CCOCC2)n[nH]1,C1=CC(c2nc(C3CCOCC3)n[nH]2)=Cc2ccccc2O1,22
5058,ZINC000077544091,*=CCCC(C=*)CC(=O)Nc1cccc(-c2n[nH]c(C)n2)c1,Cc1nc(-c2cccc(NC(=O)CC3C=CCC3)c2)n[nH]1,21
5059,ZINC000077736627,*=CCC(CC=*)C(=O)Nc1ccccc1CN1CCCC1,O=C(Nc1ccccc1CN1CCCC1)C1CC=CC1,20
5060,ZINC001506405312,*=CCN(C(=O)CCc1nc2ccccc2[nH]1)C(C=*)CCCC,CCCCC1C=CCN1C(=O)CCc1nc2ccccc2[nH]1,22
5061,ZINC001506416280,*=CCN(Cc1ccc(OC)c(O)c1)C(C=*)CCCC,CCCCC1C=CCN1Cc1ccc(OC)c(O)c1,19
5062,ZINC001506417525,*=CCN(Cc1cccc2nonc12)C(C=*)CCCC,CCCCC1C=CCN1Cc1cccc2nonc12,19
5063,ZINC001506418405,*=CCN(C(=O)c1sc(NCC)nc1C)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1sc(NCC)nc1C,20
5064,ZINC001506418925,*=CCN(Cc1c(F)cc(OC)cc1F)C(C=*)CC,CCC1C=CCN1Cc1c(F)cc(OC)cc1F,18
5065,ZINC001529179473,*=CCC(CC=*)C(=O)Nc1c(C)cnn1C1CCCC1,Cc1cnn(C2CCCC2)c1NC(=O)C1CC=CC1,19
5066,ZINC000012274557,*=COc1ccccc1C=C(C=*)C(=O)NCCc1ccccc1,O=C(NCCc1ccccc1)C1=Cc2ccccc2OC=C1,22
5067,ZINC000013689027,*=COc1ccccc1C=C(C=*)C(=O)NC1CCCCC1,O=C(NC1CCCCC1)C1=Cc2ccccc2OC=C1,20
5068,ZINC000070726066,*=CC1CC(C=*)C(C(=O)N(C)CCOc2ccc(C)cc2)C1,Cc1ccc(OCCN(C)C(=O)C2CC3C=CC2C3)cc1,21
5069,ZINC000072500152,*=CC1CC(C=*)C(C(=O)Nc2nnc(CCCCC)s2)C1,CCCCCc1nnc(NC(=O)C2CC3C=CC2C3)s1,20
5070,ZINC000077735544,*=CCC(CC=*)C(=O)N(C)C(C)c1ccccc1OC,COc1ccccc1C(C)N(C)C(=O)C1CC=CC1,19
5071,ZINC001704353516,*=CCC(CC=*)C(=O)N(C)Cc1nc2cc(C)c(C)cc2[nH]1,Cc1cc2nc(CN(C)C(=O)C3CC=CC3)[nH]c2cc1C,21
5072,ZINC001772810731,*=COc1ccccc1C=C(C=*)C(=O)N1CC2CC2(CC)C1,CCC12CC1CN(C(=O)C1=Cc3ccccc3OC=C1)C2,21
5073,ZINC001772819428,*=CCN(C(=O)c1cc(O)ccc1F)C(C=*)CCCC,CCCCC1C=CCN1C(=O)c1cc(O)ccc1F,19
5074,ZINC000000191136,*=Cc1ccccc1N(C(=O)N1CCCCC1)c1ccccc1C=*,O=C(N1CCCCC1)N1c2ccccc2C=Cc2ccccc21,23
5075,ZINC000000347334,*=Cc1cc(Cl)ccc1Sc1cc(OC)c(OC)cc1C=*,COc1cc2c(cc1OC)Sc1ccc(Cl)cc1C=C2,20
5076,ZINC000000401208,*=CCC1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2OC1C=*,Clc1c(Cl)c(Cl)c2c(c1Cl)OC1C=CCC1O2,17
5077,ZINC000002498130,*=Cc1ccccc1C1(C=*)CCN(Cc2ccccc2OCC)CC1,CCOc1ccccc1CN1CCC2(C=Cc3ccccc32)CC1,24
5078,ZINC000002498132,*=Cc1ccccc1C1(C=*)CCN(Cc2ccc(OCC)cc2)CC1,CCOc1ccc(CN2CCC3(C=Cc4ccccc43)CC2)cc1,24
5079,ZINC000002498138,*=Cc1ccccc1C1(C=*)CCN(Cc2ccc(OC)c(C)c2)CC1,COc1ccc(CN2CCC3(C=Cc4ccccc43)CC2)cc1C,24
5080,ZINC000003161134,*=CSC(SC=*)=C1SC=C(C(=O)OCCCC)S1,CCCCOC(=O)C1=CSC(=C2SC=CS2)S1,17
5081,ZINC000005101568,*=CCCCCC1C(C=*)C1C(=O)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccc(Cl)c(Cl)c1)C1C2C=CCCCCC21,20
5082,ZINC000005248178,*=Cc1ccccc1C1(c2ccccc2C=*)c2ccccc2C(=O)N1C,CN1C(=O)c2ccccc2C12c1ccccc1C=Cc1ccccc12,25
5083,ZINC000011689861,*=COc1ccccc1C=C(C=*)C(=O)Nc1ccc(CCCC)cc1,CCCCc1ccc(NC(=O)C2=Cc3ccccc3OC=C2)cc1,24
5084,ZINC000012274550,*=COc1ccccc1C=C(C=*)C(=O)Nc1cccc(Cl)c1C,Cc1c(Cl)cccc1NC(=O)C1=Cc2ccccc2OC=C1,22
5085,ZINC000012274556,*=COc1ccccc1C=C(C=*)C(=O)Nc1ccc(Cl)c(C)c1,Cc1cc(NC(=O)C2=Cc3ccccc3OC=C2)ccc1Cl,22
5086,ZINC000015838523,*=COc1ccc(Cl)cc1C=C(C=*)C(=O)Nc1ccccc1C,Cc1ccccc1NC(=O)C1=Cc2cc(Cl)ccc2OC=C1,22
5087,ZINC000023279626,*=Cc1ccccc1C1(C=*)CCN(Cc2c[nH]c3ccccc23)CC1,C1=CC2(CCN(Cc3c[nH]c4ccccc34)CC2)c2ccccc21,24
5088,ZINC000033321251,*=COc1ccc(C)cc1C=C(C=*)C(=O)Nc1ccc(C)c(C)c1,Cc1ccc2c(c1)C=C(C(=O)Nc1ccc(C)c(C)c1)C=CO2,23
5089,ZINC000033321252,*=COc1ccc(C)cc1C=C(C=*)C(=O)Nc1cc(C)ccc1C,Cc1ccc2c(c1)C=C(C(=O)Nc1cc(C)ccc1C)C=CO2,23
5090,ZINC000033321253,*=COc1ccc(C)cc1C=C(C=*)C(=O)Nc1ccc(C)cc1C,Cc1ccc(NC(=O)C2=Cc3cc(C)ccc3OC=C2)c(C)c1,23
5091,ZINC000033321254,*=COc1ccc(C)cc1C=C(C=*)C(=O)Nc1ccc(Cl)cc1,Cc1ccc2c(c1)C=C(C(=O)Nc1ccc(Cl)cc1)C=CO2,22
5092,ZINC000033321283,*=COc1cc(C)ccc1C=C(C=*)C(=O)Nc1ccc(C)c(C)c1,Cc1ccc2c(c1)OC=CC(C(=O)Nc1ccc(C)c(C)c1)=C2,23
5093,ZINC000033321284,*=COc1cc(C)ccc1C=C(C=*)C(=O)Nc1cc(C)ccc1C,Cc1ccc(C)c(NC(=O)C2=Cc3ccc(C)cc3OC=C2)c1,23
5094,ZINC000033321285,*=COc1cc(C)ccc1C=C(C=*)C(=O)Nc1ccc(C)cc1C,Cc1ccc(NC(=O)C2=Cc3ccc(C)cc3OC=C2)c(C)c1,23
5095,ZINC000067714601,*=CCC(CC=*)n1cnc(-c2ccccc2)c1-c1[nH]c(CC)nc1C,CCc1nc(C)c(-c2c(-c3ccccc3)ncn2C2CC=CC2)[nH]1,24
5096,ZINC000071786283,*=CCC1C(C)(C=*)C(=O)CC2CCC(C)C(CCC(C)=O)C21C,CC(=O)CCC1C(C)CCC2CC(=O)C3(C)C=CCC3C21C,22
5097,ZINC000091302935,*=Cc1ccc(Cl)cc1C1(C=*)CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCC2(C=Cc3ccc(Cl)cc32)CC1,22
5098,ZINC000100427438,*=CC1CC(C=*)C(CNc2cc(-c3ccccc3)ccc2OC)C1,COc1ccc(-c2ccccc2)cc1NCC1CC2C=CC1C2,23
5099,ZINC000101172419,*=CC1CC(C=*)C(CNC(=O)N(c2ccccc2)c2ccccc2)C1,O=C(NCC1CC2C=CC1C2)N(c1ccccc1)c1ccccc1,24
5100,ZINC000822699240,*=CCN(C(=O)Nc1ccc(Oc2ccccc2)cc1)C(C=*)CC,CCC1C=CCN1C(=O)Nc1ccc(Oc2ccccc2)cc1,23
5101,ZINC000000027740,*=Cc1ccccc1N(C(=O)CN1CCCCC1)c1ccccc1C=*,O=C(CN1CCCCC1)N1c2ccccc2C=Cc2ccccc21,24
5102,ZINC000001698332,*=Cc1cccc2c(NS(=O)(=O)c3ccccc3)ccc(C=*)c12,O=S(=O)(Nc1ccc2c3c(cccc13)C=C2)c1ccccc1,22
5103,ZINC000001716168,*=CCCN(C=*)Cc1ccccc1COC(=O)C=Cc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1CN1C=CCC1,24
5104,ZINC000001741261,*=CC1CC(C=*)C(COC(=O)Nc2ccc(Br)cc2)C1,O=C(Nc1ccc(Br)cc1)OCC1CC2C=CC1C2,19
5105,ZINC000005600228,*=CCCC(C=*)CCCCCCCCCCCOCC(O)CO,OCC(O)COCCCCCCCCCCCC1C=CCC1,22
5106,ZINC000010427413,*=CCCC(C=*)CC(=O)Nc1ccc(-n2cnc3ccccc32)cc1,O=C(CC1C=CCC1)Nc1ccc(-n2cnc3ccccc32)cc1,24
5107,ZINC000015838750,*=COc1ccc(OC)cc1C=C(C=*)C(=O)Nc1ccc(C)c(C)c1,COc1ccc2c(c1)C=C(C(=O)Nc1ccc(C)c(C)c1)C=CO2,24
5108,ZINC000015838761,*=COc1ccc(OC)cc1C=C(C=*)C(=O)Nc1ccc(CC)cc1,CCc1ccc(NC(=O)C2=Cc3cc(OC)ccc3OC=C2)cc1,24
5109,ZINC000015838767,*=COc1ccc(OC)cc1C=C(C=*)C(=O)Nc1cc(C)cc(C)c1,COc1ccc2c(c1)C=C(C(=O)Nc1cc(C)cc(C)c1)C=CO2,24
5110,ZINC000019458581,*=CC1CC(C=*)C(C(=O)NC(C)c2cc3cc(Cl)ccc3o2)C1,CC(NC(=O)C1CC2C=CC1C2)c1cc2cc(Cl)ccc2o1,22
5111,ZINC000031906006,*=CCCC1C(CCC=*)C1C(=O)Nc1ccc(Br)cc1,O=C(Nc1ccc(Br)cc1)C1C2CCC=CCCC21,19
5112,ZINC000096484062,*=CCCC(C=*)CC(=O)N1CCC(Oc2ccccc2Cl)CC1,O=C(CC1C=CCC1)N1CCC(Oc2ccccc2Cl)CC1,22
5113,ZINC000163715533,*=CCC(CC=*)C(=O)N(Cc1cccc(-c2cccnc2)c1)C1CC1,O=C(C1CC=CC1)N(Cc1cccc(-c2cccnc2)c1)C1CC1,24
5114,ZINC000196183140,*=CC(O)C1(CC)CCC2C3=C(CCC2C1C=*)CC(OC)=CC3,CCC12CCC3C4=C(CCC3C1C=CC2O)CC(OC)=CC4,22
5115,ZINC000521838256,*=CSC(=C([O])OC)C(C=*)OCc1cccc(C(F)(F)F)c1,COC([O])=C1SC=CC1OCc1cccc(C(F)(F)F)c1,21
5116,ZINC000000444481,*=CCC1C(C(=O)O)Nc2c(C(=O)N3CCOCC3)cccc2C1C=*,O=C(O)C1Nc2c(C(=O)N3CCOCC3)cccc2C2C=CCC12,24
5117,ZINC000001301218,*=CC1OC2(C=*)CN(Cc3ccc(N(C)C)cc3)C(=O)C2C1C(=O)O,CN(C)c1ccc(CN2CC34C=CC(O3)C(C(=O)O)C4C2=O)cc1,24
5118,ZINC000004121552,*=CC(OC)OC(C=*)(CNC(=O)CCn1c(=O)oc2ccccc21)OC,COC1C=CC(CNC(=O)CCn2c(=O)oc3ccccc32)(OC)O1,25
5119,ZINC000004237848,*=CCC1C(C(=O)O)Nc2c(C(=O)OC)ccc(C(=O)OC)c2C1C=*,COC(=O)c1ccc(C(=O)OC)c2c1NC(C(=O)O)C1CC=CC21,24
5120,ZINC000100157464,*=CC1CC(C=*)C(CNC(=O)CN(CC(=O)O)c2ccc(OC)cc2)C1,COc1ccc(N(CC(=O)O)CC(=O)NCC2CC3C=CC2C3)cc1,25
5121,ZINC000009305971,*=CC(CS(=O)(=O)C=*)NC(=O)CCn1nnc2ccccc2c1=O,O=C(CCn1nnc2ccccc2c1=O)NC1C=CS(=O)(=O)C1,23
5122,ZINC000012322444,*=CC(CS(=O)(=O)C=*)NC(=O)CCCn1nnc2ccccc2c1=O,O=C(CCCn1nnc2ccccc2c1=O)NC1C=CS(=O)(=O)C1,24
5123,ZINC000013689366,*=CC(CS(=O)(=O)C=*)NC(=O)CCn1c(=O)[nH]c2ccccc2c1=O,O=C(CCn1c(=O)[nH]c2ccccc2c1=O)NC1C=CS(=O)(=O)C1,24
5124,ZINC000019537765,*=CC(CS(=O)(=O)C=*)NC(=O)Cn1ncc(N2CCCC2)cc1=O,O=C(Cn1ncc(N2CCCC2)cc1=O)NC1C=CS(=O)(=O)C1,23
5125,ZINC000065405316,*=CCNC(C=*)C(=O)N1CCCn2nc(C(=O)NCCN(C)C)cc2C1,CN(C)CCNC(=O)c1cc2n(n1)CCCN(C(=O)C1C=CCN1)C2,25
5126,ZINC000077287367,*=CC1OC2(C=*)CN(CCOCC)C(=O)C2C1C(=O)N1CCN(C)CC1,CCOCCN1CC23C=CC(O2)C(C(=O)N2CCN(C)CC2)C3C1=O,25
5127,ZINC000091304017,*=CC(CS(=O)(=O)C=*)NC(=O)c1cnc(-c2ccncc2)[nH]c1=O,O=C(NC1C=CS(=O)(=O)C1)c1cnc(-c2ccncc2)[nH]c1=O,23
5128,ZINC000219616260,*=CCC(CC=*)C(=O)N1CCN(c2cc3nncn3c(N)n2)CC(O)C1,Nc1nc(N2CCN(C(=O)C3CC=CC3)CC(O)C2)cc2nncn12,25
5129,ZINC000227346831,*=CC1OC(C=*)C(C(=O)Nc2ccc(S(N)(=O)=O)cc2)C1C(=O)O,NS(=O)(=O)c1ccc(NC(=O)C2C3C=CC(O3)C2C(=O)O)cc1,23
5130,ZINC000299773541,*=CC1CC(C=*)C(C(=O)N2CCN(c3ncccc3C(N)=O)CC2)C1N,NC(=O)c1cccnc1N1CCN(C(=O)C2C3C=CC(C3)C2N)CC1,25
5131,ZINC000534644848,*=CCNC(C=*)C(=O)NC1CCN(C2CCS(=O)(=O)CC2)CC1,O=C(NC1CCN(C2CCS(=O)(=O)CC2)CC1)C1C=CCN1,22
5132,ZINC000002749597,*=CC1CC(C=*)C(C(=O)NNC(=O)c2csc(CC)c2)C1C(=O)O,CCc1cc(C(=O)NNC(=O)C2C3C=CC(C3)C2C(=O)O)cs1,23
