smiles_string,d_exp_CH4,d_exp_CO2,d_exp_H2,d_exp_He,d_exp_N2,d_exp_O2,d_sim_CH4,d_sim_CO2,d_sim_N2,d_sim_O2,p_exp_CH4,p_exp_CO2,p_exp_H2,p_exp_He,p_exp_N2,p_exp_O2,p_sim_CH4,p_sim_CO2,p_sim_N2,p_sim_O2,s_exp_CH4,s_exp_CO2,s_exp_H2,s_exp_He,s_exp_N2,s_exp_O2,s_sim_CH4,s_sim_CO2,s_sim_N2,s_sim_O2
[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)c3ccccc3)cc2)cc1,-8.408935393,-7.661543506,,,-7.749579998,-7.348721986,-7.053056729,-7.59345982,-7.690369833,-6.962573502,-10.43179828,-9.055517328,,-8.866461092,-10.49485002,-9.769551079,-8.431798276,-8.368556231,-9.832682665,-8.869666232,-2.022862905,-1.393973827,,,-2.745269978,-2.420829076,-1.379264221,-0.774734057,-2.143477071,-1.906784724
[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1,-7.815308569,-7.148130399,,-5.454692884,-7.382999659,-6.896196279,-7.382999659,-6.679853714,-7.485452247,-6.320572103,-9.649751982,-8.427128398,,-8.381951903,-9.764471553,-9.119758224,-8.671620397,-7.428291168,-9.540607512,-8.156144577,-1.834443409,-1.278997999,,-2.927259087,-2.381471933,-2.223561942,-1.289619446,-0.748874484,-2.055542152,-1.835509203
[*]c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C([*])(C)C)cc3C(C)C)cc(C(C)(C)C)c2)c(C(C)C)c1,-7.70333481,-7.143875556,,,-7.288192771,-6.809668302,,,,,-9.844663963,-8.793174124,-8.382999659,-8.428291168,-9.966576245,-9.298432015,,,,,-2.141329166,-1.649298575,,,-2.678383552,-2.488763752,,,,
[*]c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C([*])(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1,,,,,,,,,,,-10.39794001,-9.096910013,-8.567030709,-8.585026652,-10.40560745,-9.625251654,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc(-c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.53910216,-9.251811973,,-9.040958608,-10.59345982,-9.920818754,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5cccc(C(=O)Oc6ccc(C([*])(C)C)cc6)c5)cc4)cc3)cc2)cc1,,,,,,,,,,-6.381951903,-10.39794001,-9.124938737,,-8.853871964,-10.48148606,-9.769551079,,,,-8.395773947,,,,,,,,,,-2.013770891
[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3)cc2)cc1,-8.029188389,-7.349692477,,-5.588380294,-7.578396073,-7.176525771,-8.759450752,-7.199282922,-8.669586227,-7.910094889,-10.16813023,-8.935542011,,-8.774690718,-10.20065945,-9.595166283,-10.34678749,-8.161150909,-11.01144104,-9.978810701,-2.138941842,-1.585849534,,-3.186310285,-2.622263311,-2.418640491,-1.586963944,-0.96161357,-2.342037667,-2.067364065
[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3CCCC)cc2)c(CCCC)c1,,,,,,,,,,-6.010550182,,,,,,,,,,-8.197910742,,,,,,,,,,-2.187035934
[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4([*])OC(=O)c5ccccc54)cc3C)cc2)c(C)c1,,,,,,,,,-6.413412695,,,,,,,,,,-8.410050399,,,,,,,,,,-1.996495351,
[*]c1ccc(OC(=O)c2ccc(C(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,,-6.735182177,,,,,,,,,,-7.493494968,,,,,,,,,,-0.758344969,,
[*]c1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,-6.896196279,,,,,,,,,,-8.364516253,,,,,,,,,,-1.468627332,,,
[*]c1ccc(OC(=O)c2ccc(Oc3ccc(C([*])(C)C)cc3)cc2)cc1,,,,,,,,,,,-10.39794001,-9.096910013,,-8.853871964,-10.43179828,-9.725842151,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc(Oc3ccc(C([*])(C)C)cc3C)cc2)c(C)c1,,,,,,,,,,,-10.76955108,-9.236572006,,-8.744727495,-10.63827216,-9.950781977,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc(Oc3ccc(C4([*])OC(=O)c5ccccc54)cc3C)cc2)c(C)c1,,,,,,,,,,,-10.74472749,-9.301029996,,-8.876148359,-10.82390874,-9.982966661,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C([*])(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,,,,,,,,,,,,,-10.1408617,,-12.18708664,-11.33818731,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C([*])(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,,,,,,,,,,,,,-9.332547047,,-11.3400838,-10.53313238,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C([*])(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,,,,,,,,,,,,,-9.316052869,,-11.31515464,-10.50863831,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2ccc3c(c2)C(=O)n2c-3nc3ccc(Oc4ccc5c(c4)nc4n5C(=O)c5ccc(C(=O)Oc6ccc(C([*])(C)C)cc6)cc5-4)cc32)cc1,,,,,,,,,,,,,-9.133122186,,-11.23284413,-10.36251027,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,-8.435333936,-7.640164518,,-5.321481621,-7.966576245,-7.416801226,-9.236572006,-8.718966633,-8.187086643,-8.0,-10.25258819,-9.0,,-8.63638802,-10.28819277,-9.563837353,-10.75945075,-9.596879479,-10.4723701,-10.02548831,-1.817254246,-1.359835485,,-3.314906157,-2.321616483,-2.147036147,-1.522704541,-0.878349617,-2.28497944,-2.025636075
[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3C(C)C)c2)c(C(C)C)c1,,,,,,,,,,,-10.51570016,-9.287350298,-8.723538196,-8.709965389,-10.56383735,-9.785156152,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3C)c2)c(C)c1,,,,,,,,,,,-11.33818731,-9.906578315,-9.108462542,-9.022276395,-11.20204036,-10.39794001,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)c4ccccc4)cc3)c2)cc1,,,,,,,,,,,-10.22914799,-8.882728704,,-8.638272164,-10.26760624,-9.588380294,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])c4ccccc4C(=O)O)cc3)c2)cc1,,,,,,,,,,,-10.47625353,-9.045757491,-8.705533774,-8.744727495,-10.46597389,-9.688246139,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2cccc(Oc3ccc(C([*])(C)C)cc3)c2)cc1,,,,,,,,,,,,-9.677780705,,-9.055517328,-11.04575749,-10.30980392,,,,,,,,,,,,,,
[*]c1ccc(OC(=O)c2cccc(Oc3ccc(C([*])(C)C)cc3C)c2)c(C)c1,,,,,,,,,,,-11.35654732,-9.602059991,,-9.055517328,-11.11918641,-10.33724217,,,,,,,,,,,,,,
[*]c1ccc(OCC(COc2ccc(C([*])(C)C)cc2)OC(=O)CCl)cc1,,,,,,,,-6.457174573,,,,,,,,,,-7.508638306,,,,,,,,,,-1.051834545,,
[*]c1ccc(OCC(O)COc2ccc(C([*])(C)C)cc2)cc1,-9.002613616,-8.403402904,,,,,,,,,-11.7212464,-10.39794001,,-9.602059991,-11.82390874,-11.0,,,,,-2.718632741,-1.994537116,,,,,,,,
[*]c1ccc(OCC(O)COc2ccc(S([*])(=O)=O)cc2C)c(C)c1,,,,,,,,,,-6.36251027,,,,,,,,,,-8.341035157,,,,,,,,,,-1.97818998
[*]c1ccc(OCCC(O)Oc2ccc(C([*])(C)C)cc2)cc1,,,,,,,-10.58838029,-8.701146924,,,,,,,,,-12.24412514,-9.634512015,,,,,,,,,-1.655970465,-0.933576528,-2.417603881,-2.160559916
[*]c1ccc(OOC(=O)c2ccc3c(c2)C(=O)c2cc(C(=O)Oc4ccc(C([*])(C)C)cc4)ccc2-3)cc1,,,,,,,,,,,-10.68193667,-9.22184875,,-8.739928612,-10.60205999,-9.795880017,,,,,,,,,,,,,,
[*]c1ccc(OOc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc(C(=O)Nc6ccc(Oc7ccc(C(=O)c8ccc(Oc9ccc(C([*])(C)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,,,,,-6.590066877,,,,,,,,,,-8.716698771,,,,,,,,,,-2.126514549
[*]c1ccc(OOc2ccc(C([*])(C)C)cc2)cc1,,,,,,,,,,,-9.665546249,-8.079354999,,,-9.539102157,-8.793174124,,,,,,,,,,,,,,
[*]c1ccc(OOc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.35654732,-9.350665141,-9.161150909,,-10.68824614,-9.869666232,,,,,,,,,,,,,,
[*]c1ccc(OOc2ccc([*])cc2)cc1,,,,,,,,,,,-9.759450752,-8.149966742,,,-9.583359493,-8.818156412,,,,,,,,,,,,,,
[*]c1ccc(Oc2c(F)c(F)c(COC(c3ccc(C(OCc4c(F)c(F)c(Oc5ccc(C([*])(C)C)cc5)c(F)c4F)(C(F)(F)F)C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)c(F)c2F)cc1,,,,,,,,,,,-10.49485002,-9.193820026,-8.769551079,-8.522878745,-10.31875876,-9.677780705,,,,,,,,,,,,,,
[*]c1ccc(Oc2c(F)c(F)c(COC(c3cccc(C(OCc4c(F)c(F)c(Oc5ccc(N6C(=O)CCC67CCC(=O)N7[*])cc5)c(F)c4F)(C(F)(F)F)C(F)(F)F)c3)(C(F)(F)F)C(F)(F)F)c(F)c2F)cc1,,,,,,,,,,,-10.60205999,-9.148741651,-8.677780705,-8.455931956,-10.33724217,-9.657577319,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(-c7ccc(-c8ccc(Oc9ccc%10c(c9)C([*])(C)CC%10(C)C)c(C(F)(F)F)c8)cc7)c(=O)c6cc5c4=O)cc3)cc2C(F)(F)F)cc1,,,,,,,,,,,-9.818156412,-8.349692477,,,-9.627087997,-8.913640169,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(-c8ccc(Oc9ccc%10c(c9)C([*])(C)CC%10(C)C)c(C(F)(F)F)c8)cc6)C7=O)cc5C4=O)cc3)cc2C(F)(F)F)cc1,,,,,,,,,,,-10.05551733,-8.465973894,,,-9.879426069,-9.097997109,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc9c(c8)C(=O)N(c8ccc(-c%10ccc(Oc%11ccc%12c(c%11)C([*])(C)CC%12(C)C)c(C(F)(F)F)c%10)cc8)C9=O)cc7)cc6)cc5C4=O)cc3)cc2C(F)(F)F)cc1,,,,,,,,,,,-9.860120914,-8.403402904,,,-9.681936665,-8.958607315,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(-c8ccc(Oc9ccc%10c(c9)C([*])(C)CC%10(C)C)c(C(F)(F)F)c8)cc6)C7=O)cc5C4=O)cc3)cc2C(F)(F)F)cc1,,,,,,,,,,,-9.790484985,-8.240332155,,,-9.612610174,-8.823908741,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,-8.283996656,-7.412289035,,,-7.823908741,-7.397940009,-8.826813732,-8.038578906,-7.958607315,-7.798602876,-10.67366414,-9.251811973,-8.552841969,-8.920818754,-10.11407366,-10.11463878,-10.38827669,-8.795880017,-10.27245874,-9.844663963,-2.389667491,-1.839522945,,,-2.290164891,-2.716698771,-1.561323476,-0.757392789,-2.313788403,-2.047192258
[*]c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,,,,,,,,,,-6.068033885,,,,,,,,,,-7.76700389,,,,,,,,,,-1.699882002
[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,-9.472370099,-8.552841969,-7.102372909,,-8.66756154,-8.0,-9.009661145,-7.739928612,,-6.54515514,-11.32513886,-9.698970004,-9.223298816,-9.251811973,-11.1700533,-10.39147397,-10.05453141,-7.906578315,,-8.177178355,-1.85276877,-1.146128038,-2.120925922,,-2.50249177,-2.391473966,-1.044873005,-0.166017975,-1.853816595,-1.632201343
[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5sc6cc7c(=O)n([*])c(=O)c7cc6sc5cc4c3=O)cc2)cc1,,,,,,,,,,,-11.08618615,-9.397940009,-8.958607315,,-10.95860731,-10.13076828,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,-8.886056648,-8.0,,,,,-10.65169514,-7.928117993,,,-10.85387196,-9.48148606,-9.050609993,,-10.88605665,-10.12493874,-12.16178078,-8.681936665,,,-1.967815307,-1.48148606,,,,,-1.510239177,-0.753493824,-2.263640394,-2.013507423
[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(S(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.85387196,-9.48148606,-9.050609993,-9.050609993,-10.88941029,-10.12493874,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,,,,,,,,,,,-11.07572071,-9.659555885,-9.042392713,,-11.06048075,-10.21896306,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(C(C)(C)c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.65757732,-9.356547324,-8.906578315,-8.928117993,-10.67778071,-9.958607315,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(C4(C5CCCCC5)CC(C)(C5CCCCC5)c5cc(C(=O)c6ccc(Oc7ccc(C([*])(C)C)cc7)cc6)ccc54)cc3)cc2)cc1,,,,,,,,,,,,-9.028724151,-8.752026734,,-10.48148606,-9.73754891,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(C4(C5CCCCC5)CC(C)(C5CCCCC5)c5cc(C(=O)c6ccc(Oc7ccc(C8([*])CC(C)CC(C)(C)C8)cc7)cc6)ccc54)cc3)cc2)cc1,,,,,,,,,,,,-8.723538196,-8.443697499,,-10.19382003,-9.446116973,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1,,,,,,,-6.59345982,,,,,,,,,,-7.931814138,,,,,,,,,,-1.338875938,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.74472749,-9.455931956,-8.958607315,,-10.79588002,-10.0,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.14206474,-8.928117993,-8.609064893,-8.583359493,-10.24795155,-8.619788758,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-11.15428198,-9.585026652,-8.987162775,,-11.00966115,-10.06048075,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,-6.681936665,,,,,,,,,,-8.229884705,,,,,,,,,,-1.547698379,,,
[*]c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(S([*])(=C)=C)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.64781748,-9.278189385,-8.853871964,-8.920818754,-10.62893214,-9.869666232,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C([*])(c3ccccc3)C(F)(F)F)cc2)cc1,,,,,,,,,,,-10.18708664,-8.769551079,-8.552841969,-8.537602002,-10.16115091,-9.455931956,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5ccc([*])s5)cc4C(F)(F)F)cc3)C3c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,,,,,,,,,,,-9.744727495,-8.447331784,-8.259637311,-8.301029996,-9.701146924,-9.075720714,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,-8.292429824,-7.387216143,-5.657577319,,-7.677780705,-7.173925197,-8.68613278,-8.191789027,-7.020907099,-6.701146924,-10.21752738,-8.744727495,-8.428291168,,-10.0209071,-9.293282218,-9.847711656,-8.590066877,-8.943095149,-8.41453927,-1.92509755,-1.357511352,-2.770713733,,-2.343126417,-2.119357016,-1.161301346,-0.397918754,-1.92308185,-1.713143687
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,,,,,,,-8.649751982,-8.209714836,-7.812479279,-7.110698297,-10.02826041,-8.609064893,-8.297569464,,-9.823908741,-9.151195299,-9.679853714,-8.514278574,-9.598599459,-8.705533774,,,,,,,-1.029874368,-0.304365622,-1.785524982,-1.595004411
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,-8.161150909,-7.27572413,-5.657577319,,-7.602059991,-7.107905397,,,,,,,,,,,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,,,,,,,,,,,-10.2636035,-8.920818754,,-8.48148606,-10.17587417,-9.468521083,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N([*])C7=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,,,,,,,,,,,-10.31875876,-8.677780705,-8.301029996,,-10.1426675,-9.356547324,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,-8.053056729,-7.342944147,,,-7.744727495,-7.200659451,-9.221125528,-7.273272791,-8.480172006,-7.714442691,-10.26121944,-8.920818754,,-8.48148606,-10.17457388,-9.468521083,-10.5214335,-7.8569852,-10.53017798,-9.536107011,-2.20816274,-1.577874608,,,-2.429846348,-2.267861664,-1.300168143,-0.582928088,-2.049779577,-1.822170616
[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6ccc([*])s6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,,,,,,,,,,-5.928117993,,,,,,,,,,-7.609064893,,,,,,,,,,-1.680617517
[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)CCCCC3)cc2)cc1,,,,,,,,,,,-11.0,-9.595166283,-8.931814138,-8.931814138,-10.95860731,-10.13076828,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,-8.522878745,-7.696803943,,,-7.882728704,-7.36251027,-8.48148606,-8.57024772,-7.298432015,-8.241088108,-10.27408837,-8.860120914,,-8.671620397,-10.31515464,-9.559090918,-9.692503962,-9.065501549,-9.263603498,-9.991399828,-1.751209631,-1.163316974,,,-2.432425991,-2.196580648,-1.210104158,-0.49527634,-1.965025729,-1.749532374
[*]c1ccc(Oc2ccc(C=NN=Cc3ccc(Oc4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,,,,,,,-6.785156152,,,,,,,,,,-8.490797478,,,,,,,,,,-1.705398943,,,
[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.72584215,-9.346787486,,-9.0,-10.69897,-9.958607315,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,-8.575118363,-7.630784143,,,-7.958607315,-7.37675071,-9.501689446,-8.438898616,-8.749579998,-8.46470588,-10.7235382,-9.346787486,-8.982966661,-9.0,-10.69897,-9.958607315,-11.1649439,-9.36552273,-11.17263073,-10.60730305,-2.148419842,-1.716003349,,,-2.740362646,-2.581856542,-1.663263907,-0.926583122,-2.422777017,-2.142595067
[*]c1ccc(Oc2ccc(N3C(=O)C4=C(C3=O)C3C=CC4C4=C3C(=O)N([*])C4=O)cc2)cc1,,,,,,,,,,,,,-8.707743929,-8.793174124,,,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(N3C(=O)CC4C(CC5C(=O)N([*])C(=O)C54)C3=O)cc2)cc1,,,,,,,,,-6.829738285,,,,,,,,,,-8.798602876,,,,,,,,,,-1.96979533,
[*]c1ccc(Oc2ccc(N3C(=O)c4cc5c(cc4C3=O)S(=O)(=O)c3cc4c(cc3S5(=O)=O)C(=O)N([*])C4=O)cc2)cc1,,,,,,,,,,,-10.74472749,-9.017728767,-8.721246399,,-10.56863624,-9.795880017,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([*])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,,,,,,,,,,,-11.07262964,-9.552841969,,-9.124938737,-11.02779716,-10.22475374,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([*])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,,,,,,,,,,,,-9.552841969,-9.050609993,,-10.95860731,-10.26760624,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([*])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,,,,,,,,,,,,-9.568636236,-9.096910013,,-11.15490196,-10.30980392,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.74714697,-9.366531544,,-9.0,-10.70774393,-9.958607315,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,-8.522878745,-7.769551079,,,-7.958607315,-7.387216143,-8.374687549,-7.832682665,-8.581698709,-7.896196279,-10.74472749,-9.366531544,-8.823908741,-9.0,-10.70774393,-9.958607315,-10.03385827,-8.723538196,-11.02045163,-10.05109824,-2.22184875,-1.59698046,,,-2.749136658,-2.571391144,-1.658950991,-0.892002863,-2.438547266,-2.15485295
[*]c1ccc(Oc2ccc(Oc3ccc(S([*])(=O)=O)cc3)cc2)cc1,,,,,,,,,,,-10.88605665,-9.37675071,-9.008773924,-9.013228266,-10.88605665,-10.08092191,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(Oc3cccc(Oc4ccc(Oc5ccc(S([*])=O)cc5)cc4)n3)cc2)cc1,,,,,,,,,,-6.394694954,,,,,,,,,,-8.625251654,,,,,,,,,,-2.231011128
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,-8.22184875,-7.602059991,,,,,,,,,-10.30103,-8.966576245,-8.696803943,-8.772113295,-10.32790214,-9.621602099,,,,,-2.079181263,-1.364516253,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,-7.829738285,-7.473660723,,,-8.019088062,-7.494850022,-9.061480275,,-8.590066877,-8.226945307,-10.46852108,-9.167491087,-8.443697499,-8.853871964,-10.49485002,-9.744727495,-10.52578374,,-10.84771166,-10.22767829,-2.638782855,-1.69383037,,,-2.475761915,-2.249877473,-1.463836693,-0.835871054,-2.256827611,-2.000974825
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,-8.552841969,-7.568636236,,,-8.229147988,-7.638272164,-8.195179321,-8.066512712,-9.097997109,-7.812479279,-10.95860731,-9.552841969,-8.974694135,-8.931814138,-10.95860731,-10.16115091,-9.735182177,-8.991399828,-11.4134127,-9.863279433,-2.405765394,-1.984205748,,,-2.729459275,-2.522878745,-1.540121585,-0.922901466,-2.315506434,-2.052139546
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,-8.46470588,-7.647817482,,,-8.083019953,-7.408935393,-9.442492798,-8.326979093,-8.552841969,-6.696803943,-10.57186521,-9.233587153,-8.853871964,-8.88941029,-10.61083392,-9.860120914,-10.98716278,-9.197226275,-10.86966623,-8.735182177,-2.10715933,-1.585769664,,,-2.527813918,-2.451185464,-1.546675925,-0.870400636,-2.316532926,-2.032382065
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4Br)cc3)cc2)c(Br)c1,,,,,,,,,,,,-9.200659451,,-8.958607315,-10.7212464,-9.958607315,,,,,,,,,,,,,,
